"Notes","County","County Code",Deaths,Population,Crude Rate,Age Adjusted Rate
,"Pickett County, TN","47137",372,80832,460.214,312.803
,"Polk County, TN","47139",1080,263613,409.691,347.024
,"Putnam County, TN","47141",3673,1101076,333.583,303.167
,"Rhea County, TN","47143",1882,491540,382.878,326.147
,"Roane County, TN","47145",3270,845123,386.926,280.607
,"Robertson County, TN","47147",3275,1005231,325.796,356.949
,"Rutherford County, TN","47149",7452,3845360,193.792,281.270
,"Scott County, TN","47151",1117,349630,319.481,316.952
,"Sequatchie County, TN","47153",633,215612,293.583,258.837
,"Sevier County, TN","47155",4436,1364871,325.012,298.500
,"Shelby County, TN","47157",41906,14342561,292.179,328.239
,"Smith County, TN","47159",1112,299180,371.683,348.219
,"Stewart County, TN","47161",886,204617,433.004,358.502
,"Sullivan County, TN","47163",9699,2460259,394.227,287.642
,"Sumner County, TN","47165",6524,2457604,265.462,270.643
,"Tipton County, TN","47167",2642,925923,285.337,332.333
,"Trousdale County, TN","47169",490,122215,400.933,362.171
,"Unicoi County, TN","47171",1434,287146,499.398,335.701
,"Union County, TN","47173",875,301242,290.464,294.098
,"Van Buren County, TN","47175",341,88113,387.003,323.802
,"Warren County, TN","47177",2570,625419,410.925,358.830
,"Washington County, TN","47179",6823,1874073,364.073,306.113
,"Wayne County, TN","47181",1126,270023,417.002,347.087
,"Weakley County, TN","47183",2110,541031,389.996,315.410
,"White County, TN","47185",1764,401673,439.163,345.703
,"Williamson County, TN","47187",4488,2705176,165.904,210.131
,"Wilson County, TN","47189",4431,1737874,254.967,277.700
,"Anderson County, TX","48001",2984,901223,331.106,329.757
,"Andrews County, TX","48003",670,231491,289.428,332.245
,"Angelina County, TX","48005",5221,1335696,390.882,360.005
,"Aransas County, TX","48007",1527,364896,418.475,264.946
,"Archer County, TX","48009",414,141073,293.465,245.570
,"Armstrong County, TX","48011",139,31149,446.242,266.748
,"Atascosa County, TX","48013",1937,698358,277.365,287.708
,"Austin County, TX","48015",1668,434565,383.832,304.461
,"Bailey County, TX","48017",302,108912,277.288,244.164
,"Bandera County, TX","48019",873,316458,275.866,202.174
,"Bastrop County, TX","48021",2630,1122786,234.239,256.293
,"Baylor County, TX","48023",312,59938,520.538,280.546
,"Bee County, TX","48025",1190,508154,234.181,272.306
,"Bell County, TX","48027",8840,4456936,198.343,263.437
,"Bexar County, TX","48029",56862,25517577,222.835,256.737
,"Blanco County, TX","48031",587,158582,370.156,253.437
,"Borden County, TX","48033",22,10175,216.216,168.381
,"Bosque County, TX","48035",1417,283494,499.834,304.232
,"Bowie County, TX","48037",5843,1433968,407.471,351.698
,"Brazoria County, TX","48039",9463,4523757,209.185,270.703
,"Brazos County, TX","48041",4462,2798266,159.456,249.708
,"Brewster County, TX","48043",369,141287,261.171,209.352
,"Briscoe County, TX","48045",94,26160,359.327,228.209
,"Brooks County, TX","48047",479,116853,409.917,344.676
,"Brown County, TX","48049",2652,599684,442.233,326.831
,"Burleson County, TX","48051",1078,270916,397.909,285.936
,"Burnet County, TX","48053",2059,655854,313.942,222.948
,"Caldwell County, TX","48055",1435,588113,244.001,243.589
,"Calhoun County, TX","48057",928,321820,288.360,259.211
,"Callahan County, TX","48059",846,210941,401.060,297.263
,"Cameron County, TX","48061",11956,6175732,193.596,221.307
,"Camp County, TX","48063",763,191960,397.479,321.457
,"Carson County, TX","48065",363,98391,368.936,279.873
,"Cass County, TX","48067",2464,479260,514.126,352.748
,"Castro County, TX","48069",304,124147,244.871,229.380
,"Chambers County, TX","48071",1147,515874,222.341,288.265
,"Cherokee County, TX","48073",3111,781136,398.266,334.505
,"Childress County, TX","48075",460,113276,406.088,329.096
,"Clay County, TX","48077",626,170676,366.777,290.263
,"Cochran County, TX","48079",163,49865,326.883,294.679
,"Coke County, TX","48081",244,53614,455.105,253.775
,"Coleman County, TX","48083",662,137627,481.010,292.451
,"Collin County, TX","48085",13199,10395107,126.973,204.801
,"Collingsworth County, TX","48087",236,47239,499.587,323.284
,"Colorado County, TX","48089",1538,325583,472.383,299.751
,"Comal County, TX","48091",4368,1640728,266.223,224.801
,"Comanche County, TX","48093",1057,216145,489.024,308.646
,"Concho County, TX","48095",209,64241,325.337,292.347
,"Cooke County, TX","48097",2279,598611,380.715,306.431
,"Coryell County, TX","48099",1900,1135076,167.390,286.774
,"Cottle County, TX","48101",122,24759,492.750,270.390
,"Crane County, TX","48103",197,67127,293.474,302.834
,"Crockett County, TX","48105",180,59213,303.987,267.583
,"Crosby County, TX","48107",418,99613,419.624,310.663
,"Culberson County, TX","48109",94,38739,242.650,221.242
,"Dallam County, TX","48111",265,102832,257.702,348.209
,"Dallas County, TX","48113",72849,35305880,206.337,270.572
,"Dawson County, TX","48115",662,218009,303.657,264.526
,"Deaf Smith County, TX","48117",724,296411,244.255,249.610
,"Delta County, TX","48119",369,82541,447.051,306.805
,"Denton County, TX","48121",11363,9325948,121.843,215.243
,"DeWitt County, TX","48123",1597,320723,497.937,316.835
,"Dickens County, TX","48125",170,37992,447.463,287.122
,"Dimmit County, TX","48127",479,161675,296.273,273.537
,"Donley County, TX","48129",260,58542,444.126,276.623
,"Duval County, TX","48131",656,190580,344.212,291.586
,"Eastland County, TX","48133",1445,290377,497.629,319.782
,"Ector County, TX","48135",5919,2132447,277.568,344.289
,"Edwards County, TX","48137",93,31154,298.517,204.811
,"Ellis County, TX","48139",5129,2242909,228.676,283.501
,"El Paso County, TX","48141",21887,12071415,181.313,219.691
,"Erath County, TX","48143",1778,586608,303.098,280.221
,"Falls County, TX","48145",1278,279819,456.724,350.913
,"Fannin County, TX","48147",2538,523784,484.551,364.437
,"Fayette County, TX","48149",2150,379320,566.804,296.558
,"Fisher County, TX","48151",336,63712,527.373,303.228
,"Floyd County, TX","48153",390,104571,372.952,271.643
,"Foard County, TX","48155",145,21794,665.321,336.280
,"Fort Bend County, TX","48157",9741,7232499,134.684,215.860
,"Franklin County, TX","48159",670,163273,410.356,295.983
,"Freestone County, TX","48161",1111,302347,367.459,279.475
,"Frio County, TX","48163",716,269852,265.331,304.249
,"Gaines County, TX","48165",573,268641,213.296,285.239
,"Galveston County, TX","48167",11479,4431206,259.049,276.399
,"Garza County, TX","48169",261,96485,270.508,293.460
,"Gillespie County, TX","48171",1689,379459,445.107,204.723
,"Glasscock County, TX","48173",32,20176,158.604,214.111
,"Goliad County, TX","48175",380,114302,332.453,225.065
,"Gonzales County, TX","48177",986,309153,318.936,254.001
,"Gray County, TX","48179",1413,352768,400.547,306.196
,"Grayson County, TX","48181",6958,1851995,375.703,304.484
,"Gregg County, TX","48183",6390,1862986,342.998,310.453
,"Grimes County, TX","48185",1428,413182,345.610,318.177
,"Guadalupe County, TX","48187",4258,1919175,221.866,238.432
,"Hale County, TX","48189",1588,558923,284.118,278.384
,"Hall County, TX","48191",313,53929,580.393,337.873
,"Hamilton County, TX","48193",752,130558,575.989,279.634
,"Hansford County, TX","48195",275,85447,321.837,273.800
,"Hardeman County, TX","48197",245,66734,367.129,231.325
,"Hardin County, TX","48199",2645,838763,315.345,304.405
,"Harris County, TX","48201",107708,59022540,182.486,266.198
,"Harrison County, TX","48203",3294,1014752,324.611,301.272
,"Hartley County, TX","48205",240,93004,258.053,222.467
,"Haskell County, TX","48207",529,92501,571.886,308.469
,"Hays County, TX","48209",3363,2330614,144.297,211.181
,"Hemphill County, TX","48211",165,58951,279.893,237.854
,"Henderson County, TX","48213",5445,1228742,443.136,326.700
,"Hidalgo County, TX","48215",18846,11594897,162.537,215.642
,"Hill County, TX","48217",2141,545095,392.776,283.557
,"Hockley County, TX","48219",1005,362813,277.002,279.612
,"Hood County, TX","48221",2836,780080,363.552,242.482
,"Hopkins County, TX","48223",2053,542156,378.673,308.797
,"Houston County, TX","48225",1647,368591,446.837,299.860
,"Howard County, TX","48227",1991,541629,367.595,343.728
,"Hudspeth County, TX","48229",84,53833,156.038,163.148
,"Hunt County, TX","48231",4597,1324831,346.988,324.669
,"Hutchinson County, TX","48233",1385,346267,399.980,336.005
,"Irion County, TX","48235",64,25494,251.039,205.286
,"Jack County, TX","48237",537,141557,379.352,344.875
,"Jackson County, TX","48239",804,225123,357.138,276.123
,"Jasper County, TX","48241",2291,561438,408.059,337.932
,"Jeff Davis County, TX","48243",107,35664,300.022,182.021
,"Jefferson County, TX","48245",13774,3837218,358.958,327.755
,"Jim Hogg County, TX","48247",268,82558,324.620,289.688
,"Jim Wells County, TX","48249",2088,642296,325.084,324.047
,"Johnson County, TX","48251",6332,2305468,274.651,321.512
,"Jones County, TX","48253",1142,316411,360.923,328.048
,"Karnes County, TX","48255",902,236723,381.036,321.534
,"Kaufman County, TX","48257",4363,1529441,285.268,337.374
,"Kendall County, TX","48259",1634,508285,321.473,241.852
,"Kenedy County, TX","48261",16,6647,240.710 (Unreliable),229.562 (Unreliable)
,"Kent County, TX","48263",93,12574,739.621,330.254
,"Kerr County, TX","48265",3336,758126,440.032,224.760
,"Kimble County, TX","48267",381,71338,534.077,315.172
,"King County, TX","48269",Suppressed,4529,Suppressed,Suppressed
,"Kinney County, TX","48271",180,55543,324.073,205.491
,"Kleberg County, TX","48273",1420,489158,290.295,322.401
,"Knox County, TX","48275",312,60323,517.216,288.935
,"Lamar County, TX","48277",3230,771727,418.542,321.892
,"Lamb County, TX","48279",824,221247,372.434,283.377
,"Lampasas County, TX","48281",957,305492,313.265,254.053
,"La Salle County, TX","48283",338,107938,313.143,350.156
,"Lavaca County, TX","48285",1539,306592,501.970,272.201
,"Lee County, TX","48287",897,259858,345.189,276.756
,"Leon County, TX","48289",1071,260553,411.049,281.359
,"Liberty County, TX","48291",3808,1190957,319.743,364.711
,"Limestone County, TX","48293",1425,364792,390.634,311.661
,"Lipscomb County, TX","48295",191,50962,374.789,286.818
,"Live Oak County, TX","48297",587,185210,316.938,234.458
,"Llano County, TX","48299",1348,298440,451.682,209.763
,"Loving County, TX","48301",Suppressed,1270,Suppressed,Suppressed
,"Lubbock County, TX","48303",10547,4223189,249.740,271.347
,"Lynn County, TX","48305",323,94088,343.296,296.503
,"McCulloch County, TX","48307",632,129253,488.964,303.899
,"McLennan County, TX","48309",10288,3596144,286.084,270.268
,"McMullen County, TX","48311",40,12132,329.707,237.081
,"Madison County, TX","48313",760,212440,357.748,317.238
,"Marion County, TX","48315",816,167908,485.980,319.335
,"Martin County, TX","48317",237,76867,308.325,314.781
,"Mason County, TX","48319",231,62193,371.424,202.716
,"Matagorda County, TX","48321",1928,570911,337.706,303.290
,"Maverick County, TX","48323",1615,829917,194.598,244.834
,"Medina County, TX","48325",2003,705897,283.752,266.122
,"Menard County, TX","48327",236,34998,674.324,327.274
,"Midland County, TX","48329",4881,2118708,230.376,250.055
,"Milam County, TX","48331",1454,389773,373.038,264.549
,"Mills County, TX","48333",386,77598,497.436,263.125
,"Mitchell County, TX","48335",551,145083,379.783,337.700
,"Montague County, TX","48337",1663,307658,540.535,359.428
,"Montgomery County, TX","48339",13750,6670794,206.122,258.094
,"Moore County, TX","48341",695,314667,220.868,262.901
,"Morris County, TX","48343",1022,204022,500.926,348.022
,"Motley County, TX","48345",104,19337,537.829,289.279
,"Nacogdoches County, TX","48347",2982,986563,302.261,310.247
,"Navarro County, TX","48349",2569,738547,347.845,300.631
,"Newton County, TX","48351",975,228527,426.645,372.083
,"Nolan County, TX","48353",1056,237059,445.459,335.465
,"Nueces County, TX","48355",12355,5233724,236.065,241.719
,"Ochiltree County, TX","48357",475,155896,304.690,366.752
,"Oldham County, TX","48359",73,32196,226.736,225.873
,"Orange County, TX","48361",4996,1305688,382.634,356.929
,"Palo Pinto County, TX","48363",1966,436737,450.157,370.079
,"Panola County, TX","48365",1342,371486,361.252,296.410
,"Parker County, TX","48367",4472,1750033,255.538,278.577
,"Parmer County, TX","48369",431,157158,274.246,262.016
,"Pecos County, TX","48371",603,246282,244.841,271.281
,"Polk County, TX","48373",3233,708984,456.005,351.576
,"Potter County, TX","48375",5905,1810001,326.243,333.251
,"Presidio County, TX","48377",229,117203,195.387,143.638
,"Rains County, TX","48379",692,169243,408.880,307.329
,"Randall County, TX","48381",4271,1841731,231.901,237.862
,"Reagan County, TX","48383",165,53074,310.887,382.645
,"Real County, TX","48385",271,51076,530.582,316.781
,"Red River County, TX","48387",1266,205869,614.954,380.571
,"Reeves County, TX","48389",584,212833,274.394,285.500
,"Refugio County, TX","48391",462,117596,392.871,280.272
,"Roberts County, TX","48393",54,14217,379.827,341.420
,"Robertson County, TX","48395",1114,259534,429.231,316.680
,"Rockwall County, TX","48397",2175,1113618,195.309,246.989
,"Runnels County, TX","48399",772,166542,463.547,281.093
,"Rusk County, TX","48401",3080,811719,379.442,322.258
,"Sabine County, TX","48403",1016,166521,610.133,346.006
,"San Augustine County, TX","48405",737,140482,524.622,308.695
,"San Jacinto County, TX","48407",1366,406414,336.110,278.125
,"San Patricio County, TX","48409",2605,1040932,250.257,265.952
,"San Saba County, TX","48411",409,94334,433.566,263.555
,"Schleicher County, TX","48413",147,50154,293.097,277.383
,"Scurry County, TX","48415",713,262016,272.121,236.109
,"Shackelford County, TX","48417",214,52847,404.943,294.868
,"Shelby County, TX","48419",1765,401237,439.890,366.483
,"Sherman County, TX","48421",129,48040,268.526,237.780
,"Smith County, TX","48423",10423,3178538,327.918,285.200
,"Somervell County, TX","48425",365,126970,287.469,235.155
,"Starr County, TX","48427",1849,953696,193.877,250.734
,"Stephens County, TX","48429",681,151156,450.528,318.124
,"Sterling County, TX","48431",59,19509,302.425,239.650
,"Stonewall County, TX","48433",137,22738,602.516,282.217
,"Sutton County, TX","48435",155,64811,239.157,237.260
,"Swisher County, TX","48437",436,123416,353.277,265.874
,"Tarrant County, TX","48439",54867,26319219,208.467,271.071
,"Taylor County, TX","48441",6764,2024100,334.173,310.954
,"Terrell County, TX","48443",58,14392,403.002,278.306
,"Terry County, TX","48445",789,198453,397.575,349.645
,"Throckmorton County, TX","48447",117,26150,447.419,252.375
,"Titus County, TX","48449",1413,479486,294.691,294.364
,"Tom Green County, TX","48451",4625,1710689,270.359,240.842
,"Travis County, TX","48453",20091,14776425,135.967,206.387
,"Trinity County, TX","48455",1156,227111,509.002,333.424
,"Tyler County, TX","48457",1453,336784,431.434,321.655
,"Upshur County, TX","48459",2359,611072,386.043,329.166
,"Upton County, TX","48461",180,51463,349.766,303.003
,"Uvalde County, TX","48463",1160,416828,278.292,236.989
,"Val Verde County, TX","48465",1748,752148,232.401,245.032
,"Van Zandt County, TX","48467",3532,819913,430.777,326.694
,"Victoria County, TX","48469",3920,1364882,287.204,269.992
,"Walker County, TX","48471",2258,1047780,215.503,263.682
,"Waller County, TX","48473",1508,648266,232.621,293.011
,"Ward County, TX","48475",604,168514,358.427,310.777
,"Washington County, TX","48477",1810,515572,351.066,231.379
,"Webb County, TX","48479",5824,3795933,153.427,238.493
,"Wharton County, TX","48481",2222,650845,341.402,286.701
,"Wheeler County, TX","48483",350,83277,420.284,298.732
,"Wichita County, TX","48485",6476,2021369,320.377,300.718
,"Wilbarger County, TX","48487",1052,212029,496.159,360.789
,"Willacy County, TX","48489",663,339000,195.575,212.770
,"Williamson County, TX","48491",8115,5964502,136.055,185.444
,"Wilson County, TX","48493",1651,649299,254.274,246.440
,"Winkler County, TX","48495",391,112278,348.243,367.349
,"Wise County, TX","48497",2581,913239,282.620,317.640
,"Wood County, TX","48499",3198,650726,491.451,304.614
,"Yoakum County, TX","48501",266,122215,217.649,244.192
,"Young County, TX","48503",1409,285286,493.890,322.612
,"Zapata County, TX","48505",376,215573,174.419,204.340
,"Zavala County, TX","48507",449,186448,240.818,256.551
,"Beaver County, UT","49001",276,98269,280.862,281.469
,"Box Elder County, UT","49003",1681,751385,223.720,266.035
,"Cache County, UT","49005",2100,1663377,126.249,186.716
,"Carbon County, UT","49007",1161,321182,361.477,316.261
,"Daggett County, UT","49009",25,16147,154.828,148.090
,"Davis County, UT","49011",6554,4539998,144.361,218.525
,"Duchesne County, UT","49013",500,263506,189.749,236.693
,"Emery County, UT","49015",405,167688,241.520,253.807
,"Garfield County, UT","49017",186,75483,246.413,197.030
,"Grand County, UT","49019",320,135701,235.813,221.465
,"Iron County, UT","49021",1190,663207,179.431,244.093
,"Juab County, UT","49023",345,152794,225.794,271.290
,"Kane County, UT","49025",319,106130,300.575,234.831
,"Millard County, UT","49027",521,191558,271.980,240.121
,"Morgan County, UT","49029",226,144724,156.159,230.421
,"Piute County, UT","49031",90,23204,387.864,270.078
,"Rich County, UT","49033",74,34330,215.555,198.186
,"Salt Lake County, UT","49035",23814,15053976,158.191,212.190
,"San Juan County, UT","49037",189,112476,168.036,173.336
,"Sanpete County, UT","49039",879,411121,213.806,247.296
,"Sevier County, UT","49041",962,316477,303.972,279.484
,"Summit County, UT","49043",523,559258,93.517,196.798
,"Tooele County, UT","49045",1107,853241,129.741,219.999
,"Uintah County, UT","49047",786,454011,173.124,227.578
,"Utah County, UT","49049",9405,7541460,124.711,230.256
,"Wasatch County, UT","49051",484,356604,135.725,235.293
,"Washington County, UT","49053",4408,2023142,217.879,165.640
,"Wayne County, UT","49055",128,41827,306.022,246.470
,"Weber County, UT","49057",6952,3459145,200.975,235.396
,"Addison County, VT","50001",1386,577208,240.121,210.155
,"Bennington County, VT","50003",2019,583392,346.079,220.585
,"Caledonia County, VT","50005",1492,486303,306.805,238.604
,"Chittenden County, VT","50007",4850,2397590,202.286,202.722
,"Essex County, VT","50009",294,100397,292.837,212.127
,"Franklin County, VT","50011",1830,746152,245.258,250.952
,"Grand Isle County, VT","50013",272,111394,244.178,261.495
,"Lamoille County, VT","50015",884,383334,230.608,228.932
,"Orange County, VT","50017",1264,459211,275.255,237.534
,"Orleans County, VT","50019",1447,428245,337.891,237.983
,"Rutland County, VT","50021",3345,979014,341.670,252.384
,"Washington County, VT","50023",2607,933896,279.153,226.868
,"Windham County, VT","50025",2008,694981,288.929,218.601
,"Windsor County, VT","50027",2787,896638,310.828,215.565
,"Accomack County, VA","51001",2290,546161,419.290,300.288
,"Albemarle County, VA","51003",3279,1465460,223.752,177.764
,"Alleghany County, VA","51005",1365,260624,523.743,344.504
,"Amelia County, VA","51007",647,195641,330.708,276.894
,"Amherst County, VA","51009",1611,505587,318.640,257.213
,"Appomattox County, VA","51011",914,232701,392.779,307.476
,"Arlington County, VA","51013",4427,2904363,152.426,182.004
,"Augusta County, VA","51015",3135,1141780,274.571,228.547
,"Bath County, VA","51017",352,75785,464.472,319.003
,"Bedford County, VA","51019",3077,1097513,280.361,242.974
,"Bland County, VA","51021",411,108256,379.656,301.838
,"Botetourt County, VA","51023",1674,515445,324.768,277.686
,"Brunswick County, VA","51025",1353,277475,487.611,398.127
,"Buchanan County, VA","51027",1543,390334,395.302,354.093
,"Buckingham County, VA","51029",887,265252,334.399,303.290
,"Campbell County, VA","51031",2495,849651,293.650,249.130
,"Caroline County, VA","51033",1238,425844,290.717,283.028
,"Carroll County, VA","51035",1765,474160,372.237,264.430
,"Charles City County, VA","51036",334,104779,318.766,280.771
,"Charlotte County, VA","51037",841,198587,423.492,304.471
,"Chesterfield County, VA","51041",8801,4705732,187.027,228.322
,"Clarke County, VA","51043",679,218425,310.862,243.036
,"Craig County, VA","51045",298,82202,362.522,289.331
,"Culpeper County, VA","51047",1723,695645,247.684,260.719
,"Cumberland County, VA","51049",475,152860,310.742,263.524
,"Dickenson County, VA","51051",918,251718,364.694,303.490
,"Dinwiddie County, VA","51053",1212,429259,282.347,275.059
,"Essex County, VA","51057",625,169080,369.648,264.182
,"Fairfax County, VA","51059",19143,13819139,138.525,164.299
,"Fauquier County, VA","51061",2195,1007424,217.882,223.649
,"Floyd County, VA","51063",778,238756,325.856,242.858
,"Fluvanna County, VA","51065",894,392461,227.793,209.948
,"Franklin County, VA","51067",2701,854929,315.933,254.246
,"Frederick County, VA","51069",2322,1176256,197.406,201.711
,"Giles County, VA","51071",1165,270077,431.358,322.079
,"Gloucester County, VA","51073",1643,572933,286.770,253.913
,"Goochland County, VA","51075",810,323283,250.554,225.892
,"Grayson County, VA","51077",1010,251714,401.249,263.592
,"Greene County, VA","51079",592,282527,209.537,215.390
,"Greensville County, VA","51081",692,188639,366.838,382.445
,"Halifax County, VA","51083",2369,573111,413.358,281.886
,"Hanover County, VA","51085",3731,1542091,241.944,233.942
,"Henrico County, VA","51087",11846,4459327,265.645,232.671
,"Henry County, VA","51089",3676,864153,425.388,310.567
,"Highland County, VA","51091",133,37638,353.366,199.789
,"Isle of Wight County, VA","51093",1553,538008,288.657,260.533
,"James City County, VA","51095",2698,988240,273.011,175.180
,"King and Queen County, VA","51097",427,108373,394.010,279.634
,"King George County, VA","51099",603,349130,172.715,212.714
,"King William County, VA","51101",672,237490,282.959,291.591
,"Lancaster County, VA","51103",1158,179997,643.344,267.467
,"Lee County, VA","51105",1608,397447,404.582,332.016
,"Loudoun County, VA","51107",4036,3965729,101.772,175.378
,"Louisa County, VA","51109",1336,501076,266.626,249.259
,"Lunenburg County, VA","51111",848,203728,416.241,322.464
,"Madison County, VA","51113",647,208113,310.889,231.103
,"Mathews County, VA","51115",744,142328,522.736,292.265
,"Mecklenburg County, VA","51117",2527,510052,495.440,330.911
,"Middlesex County, VA","51119",729,168563,432.479,244.490
,"Montgomery County, VA","51121",2899,1388744,208.750,253.511
,"Nelson County, VA","51125",876,235278,372.326,272.749
,"New Kent County, VA","51127",569,275055,206.868,246.849
,"Northampton County, VA","51131",1043,197701,527.564,309.576
,"Northumberland County, VA","51133",896,197012,454.795,238.848
,"Nottoway County, VA","51135",1134,249448,454.604,331.661
,"Orange County, VA","51137",1509,505482,298.527,226.610
,"Page County, VA","51139",1491,378249,394.185,307.206
,"Patrick County, VA","51141",1357,295520,459.191,303.510
,"Pittsylvania County, VA","51143",3439,996055,345.262,273.338
,"Powhatan County, VA","51145",810,428771,188.912,231.968
,"Prince Edward County, VA","51147",1204,349373,344.617,285.229
,"Prince George County, VA","51149",932,555913,167.652,225.054
,"Prince William County, VA","51153",6044,5579467,108.326,202.570
,"Pulaski County, VA","51155",2258,551928,409.111,313.267
,"Rappahannock County, VA","51157",346,116731,296.408,229.631
,"Richmond County, VA","51159",642,144343,444.774,277.672
,"Roanoke County, VA","51161",4874,1414043,344.685,243.678
,"Rockbridge County, VA","51163",1170,348615,335.614,221.016
,"Rockingham County, VA","51165",3177,1180600,269.100,210.852
,"Russell County, VA","51167",1798,454667,395.454,329.913
,"Scott County, VA","51169",1578,364653,432.740,303.257
,"Shenandoah County, VA","51171",2214,644674,343.429,241.084
,"Smyth County, VA","51173",2278,512698,444.316,327.904
,"Southampton County, VA","51175",1005,288280,348.619,289.526
,"Spotsylvania County, VA","51177",3123,1840523,169.680,211.194
,"Stafford County, VA","51179",2433,1912437,127.220,216.545
,"Surry County, VA","51181",358,109307,327.518,259.063
,"Sussex County, VA","51183",717,190930,375.530,326.982
,"Tazewell County, VA","51185",3200,698987,457.805,354.863
,"Warren County, VA","51187",1583,576599,274.541,272.358
,"Washington County, VA","51191",2985,854085,349.497,275.831
,"Westmoreland County, VA","51193",1037,270989,382.672,261.350
,"Wise County, VA","51195",2398,654021,366.655,335.153
,"Wythe County, VA","51197",1812,456415,397.007,300.710
,"York County, VA","51199",1730,966836,178.934,200.990
,"Alexandria city, VA","51510",3569,2045848,174.451,205.698
,"Bedford city, VA","51515",413,61633,670.096,335.988
,"Bristol city, VA","51520",1381,276799,498.918,328.560
,"Buena Vista city, VA","51530",364,103991,350.030,280.910
,"Charlottesville city, VA","51540",1434,637916,224.794,264.109
,"Chesapeake city, VA","51550",7456,3394666,219.639,266.898
,"Clifton Forge city, VA","51560",Missing,Missing,Missing,Missing
,"Colonial Heights city, VA","51570",1092,267092,408.848,254.921
,"Covington city, VA","51580",485,94084,515.497,349.174
,"Danville city, VA","51590",3974,696021,570.960,365.668
,"Emporia city, VA","51595",538,89879,598.583,407.376
,"Fairfax city, VA","51600",913,298174,306.197,227.991
,"Falls Church city, VA","51610",337,171238,196.802,189.171
,"Franklin city, VA","51620",748,132294,565.407,384.558
,"Fredericksburg city, VA","51630",932,371044,251.183,277.407
,"Galax city, VA","51640",563,108272,519.987,319.657
,"Hampton city, VA","51650",5921,2150105,275.382,289.016
,"Harrisonburg city, VA","51660",1280,725657,176.392,220.487
,"Hopewell city, VA","51670",1390,351024,395.984,336.853
,"Lexington city, VA","51678",359,108024,332.334,243.863
,"Lynchburg city, VA","51680",4056,1137257,356.648,277.839
,"Manassas city, VA","51683",859,564794,152.091,255.200
,"Manassas Park city, VA","51685",157,194742,80.619,162.607
,"Martinsville city, VA","51690",1435,222722,644.301,401.844
,"Newport News city, VA","51700",6980,2794396,249.786,280.801
,"Norfolk city, VA","51710",9812,3704662,264.855,313.925
,"Norton city, VA","51720",228,61686,369.614,308.491
,"Petersburg city, VA","51730",2373,508750,466.437,382.678
,"Poquoson city, VA","51735",462,186389,247.869,223.437
,"Portsmouth city, VA","51740",5446,1519034,358.517,323.436
,"Radford city, VA","51750",540,257521,209.692,300.817
,"Richmond city, VA","51760",10034,3185008,315.038,312.196
,"Roanoke city, VA","51770",6503,1504296,432.295,335.147
,"Salem city, VA","51775",1610,388465,414.452,305.411
,"Staunton city, VA","51790",1703,377817,450.747,286.261
,"Suffolk city, VA","51800",3476,1265637,274.644,293.410
,"Virginia Beach city, VA","51810",12365,6508566,189.980,221.674
,"Waynesboro city, VA","51820",1210,328740,368.072,268.187
,"Williamsburg city, VA","51830",578,201701,286.563,277.521
,"Winchester city, VA","51840",1211,403648,300.014,253.879
,"Adams County, WA","53001",612,272195,224.839,256.097
,"Asotin County, WA","53003",1119,333353,335.680,223.615
,"Benton County, WA","53005",5762,2589570,222.508,230.301
,"Chelan County, WA","53007",3129,1102780,283.737,209.419
,"Clallam County, WA","53009",4382,1032473,424.418,216.314
,"Clark County, WA","53011",13109,6192280,211.699,224.204
,"Columbia County, WA","53013",249,62059,401.231,222.748
,"Cowlitz County, WA","53015",4767,1529520,311.666,245.966
,"Douglas County, WA","53017",1370,573710,238.797,212.649
,"Ferry County, WA","53019",298,96614,308.444,228.282
,"Franklin County, WA","53021",1557,1107202,140.625,232.391
,"Garfield County, WA","53023",115,35412,324.749,166.942
,"Grant County, WA","53025",3045,1320214,230.644,245.181
,"Grays Harbor County, WA","53027",3806,1045767,363.943,272.930
,"Island County, WA","53029",3078,1162129,264.859,193.930
,"Jefferson County, WA","53031",1582,444677,355.764,194.069
,"King County, WA","53033",53392,25237688,211.557,203.781
,"Kitsap County, WA","53035",8655,3612228,239.603,219.062
,"Kittitas County, WA","53037",1421,608423,233.555,222.971
,"Klickitat County, WA","53039",873,306849,284.505,216.007
,"Lewis County, WA","53041",4096,1139679,359.399,262.259
,"Lincoln County, WA","53043",694,161893,428.678,259.662
,"Mason County, WA","53045",2713,861286,314.994,229.245
,"Okanogan County, WA","53047",1719,551236,311.845,225.883
,"Pacific County, WA","53049",1751,315512,554.971,303.580
,"Pend Oreille County, WA","53051",605,192473,314.330,229.199
,"Pierce County, WA","53053",27662,11252049,245.840,261.746
,"San Juan County, WA","53055",594,241842,245.615,141.650
,"Skagit County, WA","53057",4936,1735587,284.399,209.904
,"Skamania County, WA","53059",348,166391,209.146,190.047
,"Snohomish County, WA","53061",20782,9844043,211.112,227.699
,"Spokane County, WA","53063",18666,7006204,266.421,232.379
,"Stevens County, WA","53065",2050,630554,325.111,259.065
,"Thurston County, WA","53067",8532,3557874,239.806,213.159
,"Wahkiakum County, WA","53069",254,61263,414.606,234.963
,"Walla Walla County, WA","53071",2864,895506,319.819,227.437
,"Whatcom County, WA","53073",6984,2875568,242.874,214.697
,"Whitman County, WA","53075",1255,645733,194.353,223.465
,"Yakima County, WA","53077",9419,3489947,269.889,264.935
